Year,VWRETD,VWRETX
"1978-05-18",-0.008059,-0.008150
"1978-05-19",-0.004730,-0.004806
"1978-05-22",0.009139,0.008557
"1978-05-23",-0.008216,-0.009394
"1978-05-24",-0.009564,-0.009941
"1978-05-25",-0.001934,-0.002175
"1978-05-26",-0.001869,-0.002006
"1978-05-30",0.002840,0.002840
"1978-05-31",0.004351,0.004224
"1978-06-01",0.001494,0.001255
"1978-06-02",0.008254,0.008111
"1978-06-05",0.017305,0.016831
"1978-06-06",0.004502,0.004378
"1978-06-07",-0.001739,-0.001760
"1978-06-08",0.001575,0.001499
"1978-06-09",-0.001982,-0.002220
"1978-06-12",-0.002880,-0.003292
"1978-06-13",0.000884,0.000664
"1978-06-14",-0.000989,-0.001060
"1978-06-15",-0.010237,-0.010247
"1978-06-16",-0.008942,-0.008958
"1978-06-19",-0.001062,-0.001114
"1978-06-20",-0.009395,-0.009493
"1978-06-21",-0.005652,-0.005696
"1978-06-22",0.002761,0.002753
"1978-06-23",-0.002900,-0.002946
"1978-06-26",-0.012701,-0.012939
"1978-06-27",0.003077,0.002996
"1978-06-28",0.004133,0.004003
"1978-06-29",0.002330,0.002303
"1978-06-30",-0.000843,-0.001030
"1978-07-03",-0.003176,-0.003420
"1978-07-05",-0.008397,-0.008429
"1978-07-06",0.000408,0.000401
"1978-07-07",0.006237,0.006235
"1978-07-10",0.003789,0.003623
"1978-07-11",0.006443,0.006430
"1978-07-12",0.003728,0.003700
"1978-07-13",0.000188,0.000188
"1978-07-14",0.013033,0.012962
"1978-07-17",0.002256,0.002052
"1978-07-18",-0.008409,-0.008426
"1978-07-19",0.012134,0.012037
"1978-07-20",-0.000529,-0.000534
"1978-07-21",-0.003187,-0.003213
"1978-07-24",-0.000605,-0.000651
"1978-07-25",0.007576,0.007362
"1978-07-26",0.006154,0.005997
"1978-07-27",0.005511,0.005510
"1978-07-28",0.004959,0.004917
"1978-07-31",0.007661,0.007128
"1978-08-01",0.001069,0.000574
"1978-08-02",0.022779,0.022567
"1978-08-03",0.004636,0.003914
"1978-08-04",0.004491,0.004067
"1978-08-07",-0.002146,-0.002687
"1978-08-08",0.005167,0.004552
"1978-08-09",0.004938,0.004642
"1978-08-10",-0.006600,-0.006638
"1978-08-11",0.003328,0.003182
"1978-08-14",0.001096,0.000276
"1978-08-15",-0.001085,-0.001147
"1978-08-16",0.007602,0.007457
"1978-08-17",0.005042,0.005020
"1978-08-18",-0.002865,-0.002914
"1978-08-21",-0.007946,-0.008316
"1978-08-22",0.003255,0.003195
"1978-08-23",0.006266,0.006126
"1978-08-24",0.002507,0.002446
"1978-08-25",0.000080,-0.000950
"1978-08-28",-0.007549,-0.008189
"1978-08-29",-0.005741,-0.005873
"1978-08-30",0.001546,0.001486
"1978-08-31",-0.002238,-0.002327
"1978-09-01",0.004395,0.003912
"1978-09-05",0.006400,0.006237
"1978-09-06",0.008868,0.008856
"1978-09-07",0.001095,0.001050
"1978-09-08",0.013199,0.013058
"1978-09-11",0.001898,0.001412
"1978-09-12",0.000920,0.000501
"1978-09-13",-0.005781,-0.005789
"1978-09-14",-0.011097,-0.011144
"1978-09-15",-0.009360,-0.009375
"1978-09-18",-0.009842,-0.009911
"1978-09-19",-0.006521,-0.006624
"1978-09-20",-0.008798,-0.008838
"1978-09-21",0.000389,0.000388
"1978-09-22",0.000597,0.000591
"1978-09-25",0.000260,-0.000027
"1978-09-26",0.007340,0.007285
"1978-09-27",-0.008624,-0.008661
"1978-09-28",0.002730,0.002705
"1978-09-29",0.005271,0.005166
"1978-10-02",0.003465,0.003248
"1978-10-03",-0.002788,-0.003018
"1978-10-04",0.004521,0.004520
"1978-10-05",0.002565,0.002548
"1978-10-06",0.002640,0.002516
"1978-10-09",0.009999,0.009999
"1978-10-10",-0.001558,-0.001582
"1978-10-11",0.009673,0.009663
"1978-10-12",-0.005311,-0.005339
"1978-10-13",-0.002824,-0.002831
"1978-10-16",-0.018641,-0.018830
"1978-10-17",-0.015752,-0.015760
"1978-10-18",-0.008455,-0.008534
"1978-10-19",-0.012788,-0.012864
"1978-10-20",-0.015812,-0.015841
"1978-10-23",-0.000028,-0.000081
"1978-10-24",-0.005694,-0.005724
"1978-10-25",-0.002172,-0.002388
"1978-10-26",-0.015461,-0.015623
"1978-10-27",-0.017857,-0.017890
"1978-10-30",0.003647,0.003075
"1978-10-31",-0.018241,-0.019028
"1978-11-01",0.042113,0.041103
"1978-11-02",-0.010115,-0.010157
"1978-11-03",0.005284,0.004600
"1978-11-06",-0.008251,-0.008979
"1978-11-07",-0.014812,-0.014812
"1978-11-08",0.005062,0.005011
"1978-11-09",0.000955,0.000594
"1978-11-10",0.004666,0.003540
"1978-11-13",-0.016338,-0.016885
"1978-11-14",-0.008551,-0.008746
"1978-11-15",0.002979,0.002876
"1978-11-16",0.010950,0.010761
"1978-11-17",0.009059,0.008709
"1978-11-20",0.009422,0.009302
"1978-11-21",-0.001549,-0.001630
"1978-11-22",0.005895,0.005516
"1978-11-24",0.004783,0.003643
"1978-11-27",0.003011,0.002142
"1978-11-28",-0.007824,-0.007932
"1978-11-29",-0.013780,-0.013852
"1978-11-30",0.009423,0.009196
"1978-12-01",0.016615,0.016511
"1978-12-04",0.000304,-0.000223
"1978-12-05",0.013132,0.012910
"1978-12-06",0.001609,0.001590
"1978-12-07",-0.003831,-0.003890
"1978-12-08",-0.004463,-0.004535
"1978-12-11",0.004891,0.004356
"1978-12-12",-0.004740,-0.004923
"1978-12-13",-0.005866,-0.005942
"1978-12-14",0.000060,0.000020
"1978-12-15",-0.006997,-0.007086
"1978-12-18",-0.021049,-0.021134
"1978-12-19",0.007754,0.007660
"1978-12-20",0.004524,0.004469
"1978-12-21",0.000638,0.000632
"1978-12-22",0.017595,0.017267
"1978-12-26",0.011076,0.010925
"1978-12-27",-0.008741,-0.008802
"1978-12-28",-0.003821,-0.003853
"1978-12-29",-0.001655,-0.001936
"1979-01-02",0.006883,0.006839
"1979-01-03",0.011418,0.011376
"1979-01-04",0.009255,0.009053
"1979-01-05",0.006177,0.006175
"1979-01-08",-0.002650,-0.002723
"1979-01-09",0.005127,0.005010
"1979-01-10",-0.005616,-0.005634
"1979-01-11",0.004844,0.004815
"1979-01-12",0.008024,0.007993
"1979-01-15",0.006965,0.006718
"1979-01-16",-0.011429,-0.011503
"1979-01-17",-0.000487,-0.000488
"1979-01-18",0.004074,0.004071
"1979-01-19",-0.000183,-0.000301
"1979-01-22",0.000928,0.000834
"1979-01-23",0.006493,0.006475
"1979-01-24",-0.003368,-0.003502
"1979-01-25",0.009805,0.009720
"1979-01-26",0.006808,0.006628
"1979-01-29",-0.002053,-0.002504
"1979-01-30",-0.003293,-0.003695
"1979-01-31",-0.011451,-0.011618
"1979-02-01",0.000891,0.000536
"1979-02-02",-0.003439,-0.003668
"1979-02-05",-0.012841,-0.014050
"1979-02-06",0.000008,-0.000204
"1979-02-07",-0.008541,-0.009224
"1979-02-08",0.005525,0.004846
"1979-02-09",0.002798,0.002433
"1979-02-12",0.003027,0.003027
"1979-02-13",0.008093,0.007754
"1979-02-14",-0.001081,-0.001174
"1979-02-15",-0.000542,-0.000662
"1979-02-16",0.000183,-0.000148
"1979-02-20",0.007018,0.006794
"1979-02-21",-0.002640,-0.002819
"1979-02-22",-0.005658,-0.006922
"1979-02-23",-0.005645,-0.005919
"1979-02-26",-0.001203,-0.001780
"1979-02-27",-0.016449,-0.016568
"1979-02-28",0.001302,0.000931
"1979-03-01",0.006972,0.006857
"1979-03-02",0.001212,0.001080
"1979-03-05",0.011781,0.011220
"1979-03-06",-0.001853,-0.002059
"1979-03-07",0.006664,0.006620
"1979-03-08",0.010601,0.010517
"1979-03-09",0.000313,0.000023
"1979-03-12",0.001754,0.001329
"1979-03-13",0.002246,0.001995
"1979-03-14",-0.000529,-0.000604
"1979-03-15",0.002166,0.002151
"1979-03-16",0.008222,0.008159
"1979-03-19",0.003581,0.003544
"1979-03-20",-0.005206,-0.005321
"1979-03-21",0.007077,0.007055
"1979-03-22",0.004362,0.004344
"1979-03-23",-0.000421,-0.000430
"1979-03-26",-0.005022,-0.005327
"1979-03-27",0.014218,0.014147
"1979-03-28",-0.003645,-0.003701
"1979-03-29",-0.000361,-0.000419
"1979-03-30",-0.003744,-0.003848
"1979-04-02",-0.006590,-0.006761
"1979-04-03",0.014544,0.014479
"1979-04-04",0.003220,0.003019
"1979-04-05",0.006192,0.006171
"1979-04-06",-0.000266,-0.000375
"1979-04-09",-0.002780,-0.002832
"1979-04-10",0.005040,0.005002
"1979-04-11",-0.009052,-0.009056
"1979-04-12",-0.002071,-0.002071
"1979-04-16",-0.008058,-0.008304
"1979-04-17",-0.000070,-0.000138
"1979-04-18",0.005246,0.005242
"1979-04-19",-0.003953,-0.003995
"1979-04-20",0.000161,0.000116
"1979-04-23",0.003521,0.003461
"1979-04-24",0.005544,0.005448
"1979-04-25",0.003583,0.003405
"1979-04-26",-0.004803,-0.004939
"1979-04-27",-0.002226,-0.002260
"1979-04-30",0.000085,-0.000490
"1979-05-01",0.000267,-0.000247
"1979-05-02",0.000757,0.000445
"1979-05-03",0.000369,0.000159
"1979-05-04",-0.009706,-0.010815
"1979-05-07",-0.016758,-0.017294
"1979-05-08",0.001018,0.000378
"1979-05-09",0.003235,0.002886
"1979-05-10",-0.008891,-0.008927
"1979-05-11",0.001474,0.000748
"1979-05-14",-0.004605,-0.005030
"1979-05-15",0.000994,0.000857
"1979-05-16",0.002496,0.002294
"1979-05-17",0.015593,0.015530
"1979-05-18",0.000702,0.000665
"1979-05-21",0.002875,0.002396
"1979-05-22",0.004998,0.004685
"1979-05-23",-0.003805,-0.005032
"1979-05-24",0.001742,0.000927
"1979-05-25",0.003127,0.003010
"1979-05-29",-0.001468,-0.001546
"1979-05-30",-0.009134,-0.009134
"1979-05-31",0.000161,-0.000147
"1979-06-01",0.001081,0.001041
"1979-06-04",0.002191,0.001656
"1979-06-05",0.012783,0.012564
"1979-06-06",0.006899,0.006872
"1979-06-07",0.005641,0.005595
"1979-06-08",-0.001981,-0.002009
"1979-06-11",0.003636,0.003060
"1979-06-12",0.009499,0.009249
"1979-06-13",-0.003684,-0.003716
"1979-06-14",-0.001739,-0.001840
"1979-06-15",0.000628,0.000602
"1979-06-18",-0.005802,-0.005871
"1979-06-19",0.000767,0.000667
"1979-06-20",0.001210,0.001137
"1979-06-21",0.004471,0.004395
"1979-06-22",0.004948,0.004936
"1979-06-25",-0.005030,-0.005309
"1979-06-26",-0.004139,-0.004215
"1979-06-27",0.005776,0.005715
"1979-06-28",0.005915,0.005757
"1979-06-29",0.000624,0.000423
"1979-07-02",-0.008727,-0.008792
"1979-07-03",0.001685,0.001454
"1979-07-05",0.004117,0.004106
"1979-07-06",0.011168,0.011165
"1979-07-09",0.008632,0.008486
"1979-07-10",-0.002743,-0.002772
"1979-07-11",-0.005811,-0.005841
"1979-07-12",-0.007644,-0.007669
"1979-07-13",-0.003535,-0.003535
"1979-07-16",0.004604,0.004313
"1979-07-17",-0.009230,-0.009242
"1979-07-18",-0.001917,-0.001933
"1979-07-19",-0.000187,-0.000250
"1979-07-20",0.002826,0.002783
"1979-07-23",-0.002502,-0.002554
"1979-07-24",0.003499,0.003475
"1979-07-25",0.011242,0.011144
"1979-07-26",0.000765,0.000604
"1979-07-27",0.001332,0.001180
"1979-07-30",0.001457,0.000980
"1979-07-31",0.006462,0.006026
"1979-08-01",0.003904,0.003575
"1979-08-02",0.000208,-0.000047
"1979-08-03",-0.000445,-0.000601
"1979-08-06",0.002853,0.001946
"1979-08-07",0.013106,0.012364
"1979-08-08",0.003591,0.002996
"1979-08-09",-0.003120,-0.003387
"1979-08-10",0.008689,0.008203
"1979-08-13",0.009227,0.008865
"1979-08-14",0.001678,0.001535
"1979-08-15",0.007053,0.006982
"1979-08-16",-0.001970,-0.002138
"1979-08-17",0.002591,0.002582
"1979-08-20",0.005572,0.005145
"1979-08-21",0.000663,0.000597
"1979-08-22",0.001605,0.001351
"1979-08-23",-0.003028,-0.003131
"1979-08-24",-0.000090,-0.000132
"1979-08-27",0.005994,0.004519
"1979-08-28",-0.000691,-0.001161
"1979-08-29",0.000231,0.000182
"1979-08-30",0.000284,0.000226
"1979-08-31",0.003798,0.003421
"1979-09-04",-0.016239,-0.016534
"1979-09-05",-0.011015,-0.011053
"1979-09-06",0.004423,0.004377
"1979-09-07",0.007367,0.007339
"1979-09-10",0.005513,0.004815
"1979-09-11",-0.006501,-0.006754
"1979-09-12",0.003518,0.003455
"1979-09-13",0.000569,0.000525
"1979-09-14",0.009512,0.009378
"1979-09-17",-0.000458,-0.000503
"1979-09-18",-0.007004,-0.007284
"1979-09-19",0.002534,0.002514
"1979-09-20",0.018378,0.018358
"1979-09-21",-0.000261,-0.000261
"1979-09-24",-0.007901,-0.008173
"1979-09-25",0.000746,0.000692
"1979-09-26",0.002521,0.002484
"1979-09-27",0.001482,0.001445
"1979-09-28",-0.006966,-0.007010
"1979-10-01",-0.005926,-0.006184
"1979-10-02",0.008423,0.008358
"1979-10-03",0.001445,0.001253
"1979-10-04",0.005658,0.005654
"1979-10-05",0.009393,0.009290
"1979-10-08",-0.012218,-0.012218
"1979-10-09",-0.032899,-0.033018
"1979-10-10",-0.015904,-0.015910
"1979-10-11",-0.000624,-0.000648
"1979-10-12",-0.003548,-0.003578
"1979-10-15",-0.011324,-0.011550
"1979-10-16",-0.001956,-0.001960
"1979-10-17",0.002989,0.002910
"1979-10-18",0.002245,0.002242
"1979-10-19",-0.020432,-0.020523
"1979-10-22",-0.012195,-0.012254
"1979-10-23",-0.003081,-0.003085
"1979-10-24",0.002226,0.002192
"1979-10-25",-0.003278,-0.003373
"1979-10-26",0.006089,0.005755
"1979-10-29",0.001967,0.001454
"1979-10-30",0.018901,0.018241
"1979-10-31",-0.006338,-0.006611
"1979-11-01",0.008465,0.008400
"1979-11-02",0.001832,0.000018
"1979-11-05",-0.006395,-0.006624
"1979-11-06",-0.005594,-0.005594
"1979-11-07",-0.011775,-0.012468
"1979-11-08",0.005677,0.004760
"1979-11-09",0.013062,0.012734
"1979-11-12",0.018628,0.018628
"1979-11-13",-0.003671,-0.003887
"1979-11-14",0.004059,0.003931
"1979-11-15",0.007506,0.007329
"1979-11-16",-0.001941,-0.002394
"1979-11-19",0.004451,0.004285
"1979-11-20",-0.004807,-0.005014
"1979-11-21",0.001947,0.001646
"1979-11-23",0.008209,0.008074
"1979-11-26",0.022704,0.021122
"1979-11-27",-0.002163,-0.002595
"1979-11-28",0.004019,0.003916
"1979-11-29",0.000831,0.000753
"1979-11-30",-0.005097,-0.005322
"1979-12-03",-0.002570,-0.002955
"1979-12-04",0.008903,0.008505
"1979-12-05",0.005120,0.005109
"1979-12-06",0.007045,0.006971
"1979-12-07",-0.003869,-0.003956
"1979-12-10",0.002482,0.001978
"1979-12-11",-0.002026,-0.002308
"1979-12-12",0.000570,0.000457
"1979-12-13",0.001796,0.001749
"1979-12-14",0.011322,0.011220
"1979-12-17",0.004611,0.004545
"1979-12-18",-0.009231,-0.009303
"1979-12-19",-0.000913,-0.000956
"1979-12-20",0.001350,0.001273
"1979-12-21",-0.005991,-0.006083
"1979-12-24",0.001022,0.000793
"1979-12-26",0.001424,0.001282
"1979-12-27",0.001133,0.001080
"1979-12-28",0.000119,-0.000062
"1979-12-31",0.000599,0.000570
"1980-01-02",-0.019984,-0.020019
"1980-01-03",-0.005539,-0.005557
"1980-01-04",0.013634,0.013422
"1980-01-07",0.003972,0.003888
"1980-01-08",0.020076,0.020044
"1980-01-09",0.001131,0.001037
"1980-01-10",0.008777,0.008773
"1980-01-11",0.001814,0.001790
"1980-01-14",0.003495,0.003231
"1980-01-15",0.006089,0.006001
"1980-01-16",-0.000153,-0.000166
"1980-01-17",-0.002534,-0.002545
"1980-01-18",0.002271,0.002237
"1980-01-21",0.009082,0.009016
"1980-01-22",-0.005780,-0.005825
"1980-01-23",0.016161,0.016137
"1980-01-24",0.002436,0.002417
"1980-01-25",-0.000546,-0.000734
"1980-01-28",0.010501,0.010059
"1980-01-29",-0.006283,-0.006594
"1980-01-30",0.010347,0.010166
"1980-01-31",-0.007934,-0.008132
"1980-02-01",0.007761,0.007630
"1980-02-04",-0.004888,-0.006414
"1980-02-05",0.002398,0.002132
"1980-02-06",0.009960,0.009320
"1980-02-07",0.004463,0.004064
"1980-02-08",0.013797,0.013184
"1980-02-11",-0.007029,-0.007170
"1980-02-12",0.006845,0.006845
"1980-02-13",0.003094,0.002929
"1980-02-14",-0.014597,-0.014723
"1980-02-15",-0.008799,-0.009233
"1980-02-19",-0.007597,-0.007798
"1980-02-20",0.015544,0.015348
"1980-02-21",-0.009616,-0.009757
"1980-02-22",-0.003359,-0.003396
"1980-02-25",-0.013877,-0.015323
"1980-02-26",0.005999,0.005615
"1980-02-27",-0.013075,-0.013182
"1980-02-28",0.000002,-0.000136
"1980-02-29",0.010403,0.010190
"1980-03-03",-0.008722,-0.009086
"1980-03-04",0.001055,0.000602
"1980-03-05",-0.015097,-0.015148
"1980-03-06",-0.022677,-0.022808
"1980-03-07",-0.016494,-0.016586
"1980-03-10",-0.004960,-0.005489
"1980-03-11",0.012713,0.012247
"1980-03-12",-0.007470,-0.007507
"1980-03-13",-0.010775,-0.010807
"1980-03-14",-0.002519,-0.002650
"1980-03-17",-0.030642,-0.030692
"1980-03-18",0.015834,0.015720
"1980-03-19",0.003548,0.003526
"1980-03-20",-0.011070,-0.011106
"1980-03-21",-0.006952,-0.006958
"1980-03-24",-0.030342,-0.030422
"1980-03-25",-0.003487,-0.003773
"1980-03-26",-0.004853,-0.004919
"1980-03-27",-0.011475,-0.011550
"1980-03-28",0.027458,0.027210
"1980-03-31",0.015299,0.015212
"1980-04-01",0.002393,0.002343
"1980-04-02",0.007159,0.007124
"1980-04-03",-0.004142,-0.004332
"1980-04-07",-0.019325,-0.019393
"1980-04-08",0.010295,0.010281
"1980-04-09",0.019202,0.019096
"1980-04-10",0.009367,0.009328
"1980-04-11",-0.001096,-0.001130
"1980-04-14",-0.009678,-0.009937
"1980-04-15",-0.001771,-0.001843
"1980-04-16",-0.010455,-0.010473
"1980-04-17",-0.004027,-0.004181
"1980-04-18",-0.004107,-0.004152
"1980-04-21",-0.007995,-0.008103
"1980-04-22",0.035120,0.035102
"1980-04-23",0.003469,0.003447
"1980-04-24",0.007642,0.007566
"1980-04-25",0.006437,0.006279
"1980-04-28",0.004534,0.004100
"1980-04-29",0.003158,0.002763
"1980-04-30",0.003232,0.003012
"1980-05-01",-0.006487,-0.006608
"1980-05-02",0.001507,0.001391
"1980-05-05",0.008553,0.007193
"1980-05-06",0.000624,0.000364
"1980-05-07",0.009013,0.008296
"1980-05-08",-0.007325,-0.007918
"1980-05-09",-0.011800,-0.012337
"1980-05-12",0.000503,0.000085
"1980-05-13",0.012704,0.012562
"1980-05-14",0.006292,0.006176
"1980-05-15",0.001666,0.001618
"1980-05-16",0.003985,0.003752
"1980-05-19",0.002916,0.002434
"1980-05-20",-0.000508,-0.000646
"1980-05-21",0.001433,0.001231
"1980-05-22",0.012862,0.012757
"1980-05-23",0.015644,0.014258
"1980-05-27",0.007234,0.006702
"1980-05-28",0.006759,0.006677
"1980-05-29",-0.015319,-0.015433
"1980-05-30",0.007542,0.007267
"1980-06-02",-0.002540,-0.003073
"1980-06-03",-0.001744,-0.001902
"1980-06-04",0.018113,0.017873
"1980-06-05",0.002040,0.001963
"1980-06-06",0.004542,0.004453
"1980-06-09",0.004341,0.003805
"1980-06-10",0.008092,0.007700
"1980-06-11",0.011523,0.011496
"1980-06-12",-0.002748,-0.002847
"1980-06-13",0.002654,0.002568
"1980-06-16",0.002227,0.002089
"1980-06-17",0.000440,0.000311
"1980-06-18",0.001654,0.001652
"1980-06-19",-0.013451,-0.013512
"1980-06-20",-0.004487,-0.004512
"1980-06-23",0.004256,0.004189
"1980-06-24",0.006209,0.005988
"1980-06-25",0.012839,0.012782
"1980-06-26",-0.003926,-0.003993
"1980-06-27",-0.001508,-0.001660
"1980-06-30",-0.014861,-0.014958
"1980-07-01",0.005878,0.005819
"1980-07-02",0.006618,0.006600
"1980-07-03",0.014010,0.013790
"1980-07-07",0.007591,0.007509
"1980-07-08",-0.002642,-0.002658
"1980-07-09",0.001275,0.001179
"1980-07-10",-0.008033,-0.008035
"1980-07-11",0.007599,0.007583
"1980-07-14",0.018173,0.017916
"1980-07-15",-0.004741,-0.004797
"1980-07-16",0.002409,0.002391
"1980-07-17",0.014805,0.014792
"1980-07-18",0.003841,0.003810
"1980-07-21",0.003664,0.003576
"1980-07-22",-0.002245,-0.002260
"1980-07-23",-0.002144,-0.002169
"1980-07-24",-0.001001,-0.001019
"1980-07-25",-0.008040,-0.008142
"1980-07-28",0.005514,0.004987
"1980-07-29",0.008195,0.007872
"1980-07-30",0.000138,-0.000050
"1980-07-31",-0.004012,-0.004290
"1980-08-01",-0.002165,-0.002247
"1980-08-04",-0.002942,-0.003857
"1980-08-05",-0.000271,-0.000478
"1980-08-06",0.006836,0.006753
"1980-08-07",0.015365,0.014200
"1980-08-08",0.002840,0.002575
"1980-08-11",0.009859,0.009197
"1980-08-12",-0.007519,-0.007641
"1980-08-13",-0.003128,-0.003214
"1980-08-14",0.016067,0.015958
"1980-08-15",0.003862,0.003824
"1980-08-18",-0.018056,-0.018485
"1980-08-19",-0.005913,-0.005970
"1980-08-20",0.010312,0.010043
"1980-08-21",0.015101,0.015000
"1980-08-22",0.005547,0.005516
"1980-08-25",-0.005236,-0.006541
"1980-08-26",-0.001677,-0.001984
"1980-08-27",-0.009782,-0.009804
"1980-08-28",-0.011350,-0.011440
"1980-08-29",0.002803,0.002406
"1980-09-02",0.011054,0.010725
"1980-09-03",0.020392,0.020287
"1980-09-04",-0.004090,-0.004370
"1980-09-05",-0.003501,-0.003573
"1980-09-08",-0.012023,-0.012286
"1980-09-09",0.006057,0.005553
"1980-09-10",0.006863,0.006759
"1980-09-11",0.006981,0.006953
"1980-09-12",0.000361,0.000248
"1980-09-15",0.001333,0.001193
"1980-09-16",0.009590,0.009328
"1980-09-17",0.015381,0.015376
"1980-09-18",-0.003199,-0.003246
"1980-09-19",0.005796,0.005773
"1980-09-22",0.008335,0.008307
"1980-09-23",-0.007001,-0.007056
"1980-09-24",0.006762,0.006558
"1980-09-25",-0.011800,-0.011877
"1980-09-26",-0.019744,-0.019806
"1980-09-29",-0.023272,-0.023445
"1980-09-30",0.015619,0.015574
"1980-10-01",0.013861,0.013844
"1980-10-02",0.007692,0.007661
"1980-10-03",0.010901,0.010900
"1980-10-06",0.017656,0.017344
"1980-10-07",-0.004847,-0.004872
"1980-10-08",0.005103,0.005017
"1980-10-09",-0.003864,-0.003876
"1980-10-10",-0.004878,-0.005033
"1980-10-13",0.012395,0.012395
"1980-10-14",0.000379,0.000310
"1980-10-15",0.013037,0.013036
"1980-10-16",-0.012042,-0.012063
"1980-10-17",-0.004732,-0.004759
"1980-10-20",0.007492,0.007373
"1980-10-21",-0.006099,-0.006145
"1980-10-22",0.001150,0.001139
"1980-10-23",-0.018107,-0.018108
"1980-10-24",0.002671,0.002634
"1980-10-27",-0.014532,-0.014777
"1980-10-28",0.000608,0.000185
"1980-10-29",-0.000395,-0.000416
"1980-10-30",-0.013669,-0.013729
"1980-10-31",0.010699,0.009521
"1980-11-03",0.012869,0.012214
"1980-11-05",0.018936,0.017725
"1980-11-06",-0.018051,-0.018375
"1980-11-07",0.001523,0.001116
"1980-11-10",0.003587,0.003282
"1980-11-11",0.012899,0.012899
"1980-11-12",0.025140,0.025105
"1980-11-13",0.014736,0.014695
"1980-11-14",0.004767,0.004577
"1980-11-17",0.004616,0.004295
"1980-11-18",0.014741,0.014560
"1980-11-19",-0.004056,-0.004495
"1980-11-20",0.009480,0.008664
"1980-11-21",-0.008350,-0.008740
"1980-11-24",-0.005408,-0.005955
"1980-11-25",0.008347,0.008236
"1980-11-26",0.005156,0.005061
"1980-11-28",0.002774,0.002682
"1980-12-01",-0.022173,-0.022520
"1980-12-02",-0.002157,-0.002559
"1980-12-03",-0.001328,-0.001360
"1980-12-04",-0.001596,-0.001819
"1980-12-05",-0.019423,-0.019485
"1980-12-08",-0.024999,-0.025216
"1980-12-09",-0.001306,-0.001702
"1980-12-10",-0.016381,-0.016409
"1980-12-11",-0.009453,-0.009495
"1980-12-12",0.014957,0.014812
"1980-12-15",0.001550,0.001408
"1980-12-16",0.008351,0.008219
"1980-12-17",0.016486,0.016478
"1980-12-18",0.003446,0.003401
"1980-12-19",0.006371,0.006341
"1980-12-22",0.014056,0.013961
"1980-12-23",-0.003331,-0.003405
"1980-12-24",0.004379,0.004180
"1980-12-26",0.004905,0.004755
"1980-12-29",-0.010480,-0.010594
"1980-12-30",0.002105,0.002103
"1980-12-31",0.003559,0.003546
"1981-01-02",0.005330,0.005293
"1981-01-05",0.010782,0.010495
"1981-01-06",0.001186,0.001143
"1981-01-07",-0.024185,-0.024192
"1981-01-08",-0.014104,-0.014116
"1981-01-09",0.003369,0.003284
"1981-01-12",0.000651,0.000533
"1981-01-13",-0.002102,-0.002129
"1981-01-14",0.002971,0.002913
"1981-01-15",0.005542,0.005542
"1981-01-16",0.004760,0.004748
"1981-01-19",-0.002907,-0.003068
"1981-01-20",-0.019509,-0.019597
"1981-01-21",-0.002863,-0.002870
"1981-01-22",-0.008027,-0.008029
"1981-01-23",-0.000115,-0.000162
"1981-01-26",-0.003990,-0.004181
"1981-01-27",0.010814,0.010347
"1981-01-28",-0.005110,-0.005289
"1981-01-29",-0.001200,-0.001207
"1981-01-30",-0.005018,-0.005091
"1981-02-02",-0.021032,-0.022183
"1981-02-03",0.012287,0.011530
"1981-02-04",0.002154,0.001796
"1981-02-05",0.009903,0.009227
"1981-02-06",0.008145,0.007537
"1981-02-09",-0.010116,-0.010397
"1981-02-10",-0.001123,-0.001208
"1981-02-11",-0.006967,-0.007076
"1981-02-12",-0.006032,-0.006032
"1981-02-13",-0.002191,-0.002775
"1981-02-17",0.005782,0.005550
"1981-02-18",0.005126,0.005092
"1981-02-19",-0.014313,-0.014574
"1981-02-20",-0.000655,-0.000697
"1981-02-23",0.006095,0.004837
"1981-02-24",0.001853,0.001355
"1981-02-25",0.008251,0.008166
"1981-02-26",0.012309,0.012260
"1981-02-27",0.009832,0.009762
"1981-03-02",0.006629,0.006055
"1981-03-03",-0.009534,-0.009935
"1981-03-04",0.002071,0.001886
"1981-03-05",-0.005787,-0.005863
"1981-03-06",-0.000870,-0.000912
"1981-03-09",0.008626,0.008257
"1981-03-10",-0.004184,-0.004531
"1981-03-11",-0.002650,-0.002777
"1981-03-12",0.023707,0.023681
"1981-03-13",-0.000050,-0.000164
"1981-03-16",0.011433,0.011337
"1981-03-17",-0.004486,-0.004590
"1981-03-18",0.002417,0.002413
"1981-03-19",-0.005149,-0.005201
"1981-03-20",0.006154,0.006154
"1981-03-23",0.011654,0.011628
"1981-03-24",-0.006496,-0.006554
"1981-03-25",0.016684,0.016459
"1981-03-26",-0.004672,-0.004757
"1981-03-27",-0.010414,-0.010441
"1981-03-30",-0.002462,-0.002650
"1981-03-31",0.011053,0.010994
"1981-04-01",0.004699,0.004677
"1981-04-02",-0.000504,-0.000554
"1981-04-03",-0.005153,-0.005186
"1981-04-06",-0.011051,-0.011263
"1981-04-07",-0.000148,-0.000159
"1981-04-08",0.003410,0.003385
"1981-04-09",0.003713,0.003604
"1981-04-10",-0.000219,-0.000379
"1981-04-13",-0.010751,-0.010820
"1981-04-14",-0.004381,-0.004381
"1981-04-15",0.011004,0.010992
"1981-04-16",0.003888,0.003878
"1981-04-20",0.005779,0.005590
"1981-04-21",-0.009278,-0.009312
"1981-04-22",-0.000720,-0.000724
